,article,cateogry ID,FP/FN/TP/TN
993,48914,No Mapping,TN
994,217482,No Mapping,TN
995,217453,No Mapping,TN
996,217487,No Mapping,TN
997,217507,No Mapping,TN
998,190495,No Mapping,TN
999,172100,No Mapping,TN
1000,217464,No Mapping,TN
1001,120629,No Mapping,TN
1002,110144,No Mapping,TN
1003,71348,No Mapping,TN
1004,140362,No Mapping,TN
1005,214886,No Mapping,TN
1006,80113,No Mapping,TN
1007,71344,No Mapping,TN
1008,120636,No Mapping,TN
1009,35996,No Mapping,TN
1010,110135,No Mapping,TN
1011,214874,No Mapping,TN
1012,49416,No Mapping,TN
1013,217481,No Mapping,TN
1014,85825,No Mapping,TN
1015,217489,No Mapping,TN
1016,110171,No Mapping,TN
1017,25227,No Mapping,TN
1018,217501,No Mapping,TN
1019,85804,No Mapping,TN
1020,190518,No Mapping,TN
1021,217504,No Mapping,TN
1022,110137,No Mapping,TN
1023,214876,No Mapping,TN
1024,217450,No Mapping,TN
1025,217457,No Mapping,TN
1026,217460,No Mapping,TN
1027,217497,No Mapping,TN
1028,217495,No Mapping,TN
1029,172081,No Mapping,TN
1030,172088,No Mapping,TN
1031,42970,No Mapping,TN
1032,217454,No Mapping,TN
1033,217446,No Mapping,TN
1034,21455,No Mapping,TN
1035,23872,No Mapping,TN
1036,71343,No Mapping,TN
1037,110126,No Mapping,TN
1038,110151,No Mapping,TN
1039,139673,No Mapping,TN
1040,217417,No Mapping,TN
1041,110145,No Mapping,TN
1042,217533,No Mapping,TN
1043,217447,No Mapping,TN
1044,217448,No Mapping,TN
1045,217438,No Mapping,TN
1046,217432,No Mapping,TN
1047,110161,No Mapping,TN
1048,71350,No Mapping,TN
1049,57379,No Mapping,TN
1050,110175,No Mapping,TN
1051,151832,No Mapping,TN
1052,140496,No Mapping,TN
1053,78171,No Mapping,TN
1054,48306,No Mapping,TN
1055,85801,No Mapping,TN
1056,57364,No Mapping,TN
1057,49480,No Mapping,TN
1058,217509,No Mapping,TN
1059,138517,No Mapping,TN
1060,152706,No Mapping,TN
1061,57373,No Mapping,TN
1062,110162,No Mapping,TN
1063,217436,No Mapping,TN
1064,157527,No Mapping,TN
1065,190501,No Mapping,TN
1066,135878,No Mapping,TN
1067,110131,No Mapping,TN
1068,80108,No Mapping,TN
1069,36979,No Mapping,TN
1070,21499,No Mapping,TN
1071,26536,No Mapping,TN
1072,38658,No Mapping,TN
1073,38952,No Mapping,TN
1074,80106,No Mapping,TN
1075,21485,No Mapping,TN
1076,80098,No Mapping,TN
1077,40754,No Mapping,TN
1078,25225,No Mapping,TN
1079,80094,No Mapping,TN
1080,25226,No Mapping,TN
1081,39516,No Mapping,TN
1082,40608,No Mapping,TN
1083,80103,No Mapping,TN
1084,21454,No Mapping,TN
1085,80097,No Mapping,TN
1086,39167,No Mapping,TN
1087,44928,No Mapping,TN
1088,40854,No Mapping,TN
1089,57441,No Mapping,TN
1090,47979,No Mapping,TN
1091,80110,No Mapping,TN
1092,48388,No Mapping,TN
1093,21509,No Mapping,TN
1094,48785,No Mapping,TN
1095,48813,No Mapping,TN
1096,48823,No Mapping,TN
1097,57382,No Mapping,TN
1098,21510,No Mapping,TN
1099,57378,No Mapping,TN
1100,57377,No Mapping,TN
1101,57376,No Mapping,TN
1102,22918,No Mapping,TN
1103,50026,No Mapping,TN
1104,57360,No Mapping,TN
1105,57362,No Mapping,TN
1106,21512,No Mapping,TN
1107,21506,No Mapping,TN
1108,71335,No Mapping,TN
1109,43447,No Mapping,TN
1110,23811,No Mapping,TN
1111,78170,No Mapping,TN
1112,23884,No Mapping,TN
1113,78169,No Mapping,TN
1114,23878,No Mapping,TN
1115,44040,No Mapping,TN
1116,57368,No Mapping,TN
1117,23877,No Mapping,TN
1118,71349,No Mapping,TN
1119,44993,No Mapping,TN
1120,71346,No Mapping,TN
1121,46175,No Mapping,TN
1122,46560,No Mapping,TN
1123,46896,No Mapping,TN
1124,71342,No Mapping,TN
1125,71341,No Mapping,TN
1126,47078,No Mapping,TN
1127,71338,No Mapping,TN
1128,57372,No Mapping,TN
1129,138339,No Mapping,TN
1130,80111,No Mapping,TN
1131,217430,No Mapping,TN
1132,217469,No Mapping,TN
1133,217468,No Mapping,TN
1134,217466,No Mapping,TN
1135,217465,No Mapping,TN
1136,217463,No Mapping,TN
1137,217462,No Mapping,TN
1138,217461,No Mapping,TN
1139,217458,No Mapping,TN
1140,217451,No Mapping,TN
1141,217449,No Mapping,TN
1142,217445,No Mapping,TN
1143,217444,No Mapping,TN
1144,217443,No Mapping,TN
1145,217440,No Mapping,TN
1146,217426,No Mapping,TN
1147,190526,No Mapping,TN
1148,217425,No Mapping,TN
1149,217423,No Mapping,TN
1150,217421,No Mapping,TN
1151,214973,No Mapping,TN
1152,214894,No Mapping,TN
1153,214893,No Mapping,TN
1154,214892,No Mapping,TN
1155,214889,No Mapping,TN
1156,214887,No Mapping,TN
1157,214885,No Mapping,TN
1158,214884,No Mapping,TN
1159,214878,No Mapping,TN
1160,214877,No Mapping,TN
1161,214875,No Mapping,TN
1162,217470,No Mapping,TN
1163,217471,No Mapping,TN
1164,217476,No Mapping,TN
1165,217477,No Mapping,TN
1166,217536,No Mapping,TN
1167,217530,No Mapping,TN
1168,217525,No Mapping,TN
1169,217524,No Mapping,TN
1170,217520,No Mapping,TN
1171,217519,No Mapping,TN
1172,217517,No Mapping,TN
1173,217515,No Mapping,TN
1174,217514,No Mapping,TN
1175,217511,No Mapping,TN
1176,217508,No Mapping,TN
1177,217506,No Mapping,TN
1178,217505,No Mapping,TN
1179,217503,No Mapping,TN
1180,217502,No Mapping,TN
1181,217500,No Mapping,TN
1182,217499,No Mapping,TN
1183,217496,No Mapping,TN
1184,217494,No Mapping,TN
1185,217493,No Mapping,TN
1186,217492,No Mapping,TN
1187,217491,No Mapping,TN
1188,217488,No Mapping,TN
1189,217486,No Mapping,TN
1190,217485,No Mapping,TN
1191,217484,No Mapping,TN
1192,217480,No Mapping,TN
1193,217479,No Mapping,TN
1194,217478,No Mapping,TN
1195,190528,No Mapping,TN
1196,190520,No Mapping,TN
1197,80112,No Mapping,TN
1198,110165,No Mapping,TN
1199,217537,No Mapping,TN
1200,138243,No Mapping,TN
1201,137586,No Mapping,TN
1202,136866,No Mapping,TN
1203,136158,No Mapping,TN
1204,135766,No Mapping,TN
1205,134921,No Mapping,TN
1206,134545,No Mapping,TN
1207,120639,No Mapping,TN
1208,120638,No Mapping,TN
1209,120637,No Mapping,TN
1210,120632,No Mapping,TN
1211,120631,No Mapping,TN
1212,120628,No Mapping,TN
1213,110160,No Mapping,TN
1214,190519,No Mapping,TN
1215,110159,No Mapping,TN
1216,110154,No Mapping,TN
1217,110152,No Mapping,TN
1218,110146,No Mapping,TN
1219,110143,No Mapping,TN
1220,110141,No Mapping,TN
1221,110139,No Mapping,TN
1222,110133,No Mapping,TN
1223,110127,No Mapping,TN
1224,85810,No Mapping,TN
1225,85806,No Mapping,TN
1226,85805,No Mapping,TN
1227,85799,No Mapping,TN
1228,85797,No Mapping,TN
1229,138709,No Mapping,TN
1230,139100,No Mapping,TN
1231,139571,No Mapping,TN
1232,139776,No Mapping,TN
1233,190517,No Mapping,TN
1234,190512,No Mapping,TN
1235,190500,No Mapping,TN
1236,190494,No Mapping,TN
1237,172125,No Mapping,TN
1238,172102,No Mapping,TN
1239,172099,No Mapping,TN
1240,172097,No Mapping,TN
1241,172096,No Mapping,TN
1242,172095,No Mapping,TN
1243,172094,No Mapping,TN
1244,172093,No Mapping,TN
1245,172092,No Mapping,TN
1246,172091,No Mapping,TN
1247,172090,No Mapping,TN
1248,172089,No Mapping,TN
1249,172086,No Mapping,TN
1250,172085,No Mapping,TN
1251,172079,No Mapping,TN
1252,172077,No Mapping,TN
1253,158005,No Mapping,TN
1254,157295,No Mapping,TN
1255,156818,No Mapping,TN
1256,156656,No Mapping,TN
1257,156194,No Mapping,TN
1258,152654,No Mapping,TN
1259,152512,No Mapping,TN
1260,151598,No Mapping,TN
1261,142033,No Mapping,TN
1262,21413,No Mapping,TN
1263,214888,Clinton Guccifer,TP
1264,85803,Clinton Guccifer,TP
1265,47979,Clinton Guccifer,TP
1266,85801,Clinton Guccifer,FP
1267,80112,No Mapping,TN
1268,40754,No Mapping,TN
1269,80097,No Mapping,TN
1270,48388,No Mapping,TN
1271,120633,No Mapping,TN
1272,57377,No Mapping,TN
1273,85802,No Mapping,TN
1274,85799,No Mapping,TN
1275,36979,No Mapping,TN
1276,49416,No Mapping,TN
1277,38952,No Mapping,TN
1278,138243,No Mapping,TN
1279,71344,No Mapping,TN
1280,43672,No Mapping,TN
1281,42951,No Mapping,TN
1282,120638,No Mapping,TN
1283,43849,No Mapping,TN
1284,80111,No Mapping,TN
1285,172083,No Mapping,TN
1286,46175,No Mapping,TN
1287,120634,No Mapping,TN
1288,80108,No Mapping,TN
1289,85797,No Mapping,TN
1290,85805,No Mapping,TN
1291,85804,No Mapping,TN
1292,217526,No Mapping,TN
1293,43447,No Mapping,TN
1294,44040,No Mapping,TN
1295,21500,No Mapping,TN
1296,48306,No Mapping,TN
1297,110139,No Mapping,TN
1298,217530,No Mapping,TN
1299,110145,No Mapping,TN
1300,47078,No Mapping,TN
1301,80093,No Mapping,TN
1302,39167,No Mapping,TN
1303,214943,No Mapping,TN
1304,142300,No Mapping,TN
1305,214883,No Mapping,TN
1306,71341,No Mapping,TN
1307,37252,No Mapping,TN
1308,85806,No Mapping,TN
1309,110176,No Mapping,TN
1310,80105,No Mapping,TN
1311,39232,No Mapping,TN
1312,110135,No Mapping,TN
1313,172084,No Mapping,TN
1314,80109,No Mapping,TN
1315,214895,No Mapping,TN
1316,217425,No Mapping,TN
1317,85798,No Mapping,TN
1318,71342,No Mapping,TN
1319,47403,No Mapping,TN
1320,25226,No Mapping,TN
1321,172082,No Mapping,TN
1322,217528,No Mapping,TN
1323,217520,No Mapping,TN
1324,71343,No Mapping,TN
1325,217500,No Mapping,TN
1326,190525,No Mapping,TN
1327,135213,No Mapping,TN
1328,152706,No Mapping,TN
1329,110162,No Mapping,TN
1330,190512,No Mapping,TN
1331,71345,No Mapping,TN
1332,110133,No Mapping,TN
1333,80101,No Mapping,TN
1334,25227,No Mapping,TN
1335,217522,No Mapping,TN
1336,21504,No Mapping,TN
1337,80094,No Mapping,TN
1338,214892,No Mapping,TN
1339,71338,No Mapping,TN
1340,40617,No Mapping,TN
1341,85807,No Mapping,TN
1342,48914,No Mapping,TN
1343,40543,No Mapping,TN
1344,217521,No Mapping,TN
1345,217424,No Mapping,TN
1346,71335,No Mapping,TN
1347,217510,No Mapping,TN
1348,57366,No Mapping,TN
1349,217531,No Mapping,TN
1350,110166,No Mapping,TN
1351,36650,No Mapping,TN
1352,110164,No Mapping,TN
1353,35723,No Mapping,TN
1354,217461,No Mapping,TN
1355,217462,No Mapping,TN
1356,217474,No Mapping,TN
1357,217492,No Mapping,TN
1358,217491,No Mapping,TN
1359,23811,No Mapping,TN
1360,138709,No Mapping,TN
1361,214875,No Mapping,TN
1362,217504,No Mapping,TN
1363,120637,No Mapping,TN
1364,71336,No Mapping,TN
1365,214893,No Mapping,TN
1366,57380,No Mapping,TN
1367,21510,No Mapping,TN
1368,172093,No Mapping,TN
1369,80106,No Mapping,TN
1370,139776,No Mapping,TN
1371,217507,No Mapping,TN
1372,23877,No Mapping,TN
1373,217467,No Mapping,TN
1374,57385,No Mapping,TN
1375,110167,No Mapping,TN
1376,35996,No Mapping,TN
1377,21512,No Mapping,TN
1378,140362,No Mapping,TN
1379,217489,No Mapping,TN
1380,80113,No Mapping,TN
1381,190496,No Mapping,TN
1382,80102,No Mapping,TN
1383,217456,No Mapping,TN
1384,57372,No Mapping,TN
1385,157527,No Mapping,TN
1386,172125,No Mapping,TN
1387,217506,No Mapping,TN
1388,217441,No Mapping,TN
1389,217442,No Mapping,TN
1390,151832,No Mapping,TN
1391,49458,No Mapping,TN
1392,80098,No Mapping,TN
1393,172088,No Mapping,TN
1394,57379,No Mapping,TN
1395,217444,No Mapping,TN
1396,217443,No Mapping,TN
1397,172099,No Mapping,TN
1398,49480,No Mapping,TN
1399,217482,No Mapping,TN
1400,110157,No Mapping,TN
1401,217501,No Mapping,TN
1402,120628,No Mapping,TN
1403,139571,No Mapping,TN
1404,152264,No Mapping,TN
1405,39730,No Mapping,TN
1406,110160,No Mapping,TN
1407,85880,No Mapping,TN
1408,217435,No Mapping,TN
1409,217497,No Mapping,TN
1410,217495,No Mapping,TN
1411,217476,No Mapping,TN
1412,23888,No Mapping,TN
1413,217473,No Mapping,TN
1414,156194,No Mapping,TN
1415,110150,No Mapping,TN
1416,36823,No Mapping,TN
1417,71346,No Mapping,TN
1418,217505,No Mapping,TN
1419,37468,No Mapping,TN
1420,57373,No Mapping,TN
1421,217438,No Mapping,TN
1422,217432,No Mapping,TN
1423,110144,No Mapping,TN
1424,172092,No Mapping,TN
1425,217484,No Mapping,TN
1426,217486,No Mapping,TN
1427,39520,No Mapping,TN
1428,190519,No Mapping,TN
1429,120636,No Mapping,TN
1430,217452,No Mapping,TN
1431,49198,No Mapping,TN
1432,80099,No Mapping,TN
1433,137143,No Mapping,TN
1434,46896,No Mapping,TN
1435,217468,No Mapping,TN
1436,172090,No Mapping,TN
1437,120632,No Mapping,TN
1438,214878,No Mapping,TN
1439,190520,No Mapping,TN
1440,21489,No Mapping,TN
1441,217434,No Mapping,TN
1442,35347,No Mapping,TN
1443,217493,No Mapping,TN
1444,120630,No Mapping,TN
1445,110149,No Mapping,TN
1446,21508,No Mapping,TN
1447,120631,No Mapping,TN
1448,214889,No Mapping,TN
1449,71340,No Mapping,TN
1450,214876,No Mapping,TN
1451,217518,No Mapping,TN
1452,21455,No Mapping,TN
1453,21502,No Mapping,TN
1454,57368,No Mapping,TN
1455,217418,No Mapping,TN
1456,217427,No Mapping,TN
1457,217431,No Mapping,TN
1458,217503,No Mapping,TN
1459,110143,No Mapping,TN
1460,138517,No Mapping,TN
1461,217487,No Mapping,TN
1462,172100,No Mapping,TN
1463,217464,No Mapping,TN
1464,80096,No Mapping,TN
1465,214934,No Mapping,TN
1466,172085,No Mapping,TN
1467,217450,No Mapping,TN
1468,217460,No Mapping,TN
1469,217457,No Mapping,TN
1470,217459,No Mapping,TN
1471,217454,No Mapping,TN
1472,217446,No Mapping,TN
1473,217448,No Mapping,TN
1474,217447,No Mapping,TN
1475,57382,No Mapping,TN
1476,23878,No Mapping,TN
1477,35776,No Mapping,TN
1478,71339,No Mapping,TN
1479,21448,No Mapping,TN
1480,26536,No Mapping,TN
1481,57364,No Mapping,TN
1482,80110,No Mapping,TN
1483,25225,No Mapping,TN
1484,57365,No Mapping,TN
1485,21454,No Mapping,TN
1486,23884,No Mapping,TN
1487,85793,No Mapping,TN
1488,21474,No Mapping,TN
1489,71337,No Mapping,TN
1490,38658,No Mapping,TN
1491,57369,No Mapping,TN
1492,22918,No Mapping,TN
1493,21511,No Mapping,TN
1494,21509,No Mapping,TN
1495,57375,No Mapping,TN
1496,57441,No Mapping,TN
1497,21506,No Mapping,TN
1498,57418,No Mapping,TN
1499,57410,No Mapping,TN
1500,21499,No Mapping,TN
1501,57376,No Mapping,TN
1502,21485,No Mapping,TN
1503,23872,No Mapping,TN
1504,71349,No Mapping,TN
1505,57362,No Mapping,TN
1506,80107,No Mapping,TN
1507,47017,No Mapping,TN
1508,78169,No Mapping,TN
1509,48785,No Mapping,TN
1510,71348,No Mapping,TN
1511,78170,No Mapping,TN
1512,46560,No Mapping,TN
1513,78171,No Mapping,TN
1514,48813,No Mapping,TN
1515,80092,No Mapping,TN
1516,44993,No Mapping,TN
1517,44928,No Mapping,TN
1518,85810,No Mapping,TN
1519,44642,No Mapping,TN
1520,48823,No Mapping,TN
1521,43318,No Mapping,TN
1522,49614,No Mapping,TN
1523,80100,No Mapping,TN
1524,42970,No Mapping,TN
1525,57378,No Mapping,TN
1526,40854,No Mapping,TN
1527,40608,No Mapping,TN
1528,50026,No Mapping,TN
1529,57360,No Mapping,TN
1530,80103,No Mapping,TN
1531,39516,No Mapping,TN
1532,80104,No Mapping,TN
1533,71350,No Mapping,TN
1534,217538,No Mapping,TN
1535,138339,No Mapping,TN
1536,85825,No Mapping,TN
1537,217426,No Mapping,TN
1538,217429,No Mapping,TN
1539,217430,No Mapping,TN
1540,217433,No Mapping,TN
1541,217436,No Mapping,TN
1542,217437,No Mapping,TN
1543,217439,No Mapping,TN
1544,217440,No Mapping,TN
1545,217445,No Mapping,TN
1546,217449,No Mapping,TN
1547,217451,No Mapping,TN
1548,217453,No Mapping,TN
1549,217455,No Mapping,TN
1550,217458,No Mapping,TN
1551,217463,No Mapping,TN
1552,217465,No Mapping,TN
1553,217428,No Mapping,TN
1554,217423,No Mapping,TN
1555,110126,No Mapping,TN
1556,217422,No Mapping,TN
1557,214874,No Mapping,TN
1558,214877,No Mapping,TN
1559,214879,No Mapping,TN
1560,214880,No Mapping,TN
1561,214884,No Mapping,TN
1562,214885,No Mapping,TN
1563,214886,No Mapping,TN
1564,214887,No Mapping,TN
1565,214891,No Mapping,TN
1566,214894,No Mapping,TN
1567,214973,No Mapping,TN
1568,217417,No Mapping,TN
1569,217419,No Mapping,TN
1570,217420,No Mapping,TN
1571,217421,No Mapping,TN
1572,217466,No Mapping,TN
1573,217469,No Mapping,TN
1574,217470,No Mapping,TN
1575,217471,No Mapping,TN
1576,217513,No Mapping,TN
1577,217514,No Mapping,TN
1578,217515,No Mapping,TN
1579,217516,No Mapping,TN
1580,217517,No Mapping,TN
1581,217519,No Mapping,TN
1582,217523,No Mapping,TN
1583,217524,No Mapping,TN
1584,217525,No Mapping,TN
1585,217529,No Mapping,TN
1586,217532,No Mapping,TN
1587,217533,No Mapping,TN
1588,217534,No Mapping,TN
1589,217535,No Mapping,TN
1590,217536,No Mapping,TN
1591,217512,No Mapping,TN
1592,217511,No Mapping,TN
1593,217509,No Mapping,TN
1594,217481,No Mapping,TN
1595,217472,No Mapping,TN
1596,217475,No Mapping,TN
1597,217477,No Mapping,TN
1598,217478,No Mapping,TN
1599,217479,No Mapping,TN
1600,217480,No Mapping,TN
1601,217483,No Mapping,TN
1602,217508,No Mapping,TN
1603,217485,No Mapping,TN
1604,217488,No Mapping,TN
1605,217494,No Mapping,TN
1606,217496,No Mapping,TN
1607,217499,No Mapping,TN
1608,217502,No Mapping,TN
1609,190528,No Mapping,TN
1610,190526,No Mapping,TN
1611,190524,No Mapping,TN
1612,140086,No Mapping,TN
1613,110175,No Mapping,TN
1614,120629,No Mapping,TN
1615,120635,No Mapping,TN
1616,120639,No Mapping,TN
1617,134545,No Mapping,TN
1618,134825,No Mapping,TN
1619,134889,No Mapping,TN
1620,134921,No Mapping,TN
1621,135766,No Mapping,TN
1622,135878,No Mapping,TN
1623,136158,No Mapping,TN
1624,136866,No Mapping,TN
1625,137586,No Mapping,TN
1626,217537,No Mapping,TN
1627,139100,No Mapping,TN
1628,110172,No Mapping,TN
1629,110171,No Mapping,TN
1630,110169,No Mapping,TN
1631,110147,No Mapping,TN
1632,110127,No Mapping,TN
1633,110129,No Mapping,TN
1634,110131,No Mapping,TN
1635,110137,No Mapping,TN
1636,110141,No Mapping,TN
1637,110146,No Mapping,TN
1638,110151,No Mapping,TN
1639,110165,No Mapping,TN
1640,110152,No Mapping,TN
1641,110154,No Mapping,TN
1642,110155,No Mapping,TN
1643,110156,No Mapping,TN
1644,110159,No Mapping,TN
1645,110161,No Mapping,TN
1646,139673,No Mapping,TN
1647,140496,No Mapping,TN
1648,190522,No Mapping,TN
1649,141701,No Mapping,TN
1650,172087,No Mapping,TN
1651,172089,No Mapping,TN
1652,172091,No Mapping,TN
1653,172094,No Mapping,TN
1654,172095,No Mapping,TN
1655,172096,No Mapping,TN
1656,172097,No Mapping,TN
1657,172098,No Mapping,TN
1658,172102,No Mapping,TN
1659,190494,No Mapping,TN
1660,190495,No Mapping,TN
1661,190500,No Mapping,TN
1662,190501,No Mapping,TN
1663,190517,No Mapping,TN
1664,190518,No Mapping,TN
1665,172086,No Mapping,TN
1666,172081,No Mapping,TN
1667,172080,No Mapping,TN
1668,152512,No Mapping,TN
1669,141886,No Mapping,TN
1670,142033,No Mapping,TN
1671,142208,No Mapping,TN
1672,151262,No Mapping,TN
1673,151598,No Mapping,TN
1674,151991,No Mapping,TN
1675,152654,No Mapping,TN
1676,172079,No Mapping,TN
1677,156656,No Mapping,TN
1678,156818,No Mapping,TN
1679,157295,No Mapping,TN
1680,158005,No Mapping,TN
1681,172077,No Mapping,TN
1682,172078,No Mapping,TN
1683,21413,No Mapping,TN
1684,37252,Farage,TP
1685,46175,Farage,TP
1686,37468,Farage,TP
1687,36823,No Mapping,TN
1688,48914,No Mapping,TN
1689,120633,No Mapping,TN
1690,40754,No Mapping,TN
1691,48306,No Mapping,TN
1692,190520,No Mapping,TN
1693,110137,No Mapping,TN
1694,48388,No Mapping,TN
1695,57377,No Mapping,TN
1696,49416,No Mapping,TN
1697,40543,No Mapping,TN
1698,85799,No Mapping,TN
1699,85801,No Mapping,TN
1700,71344,No Mapping,TN
1701,80097,No Mapping,TN
1702,38952,No Mapping,TN
1703,138243,No Mapping,TN
1704,42951,No Mapping,TN
1705,80111,No Mapping,TN
1706,80101,No Mapping,TN
1707,80112,No Mapping,TN
1708,85802,No Mapping,TN
1709,36979,No Mapping,TN
1710,46560,No Mapping,TN
1711,110151,No Mapping,TN
1712,80108,No Mapping,TN
1713,217528,No Mapping,TN
1714,43672,No Mapping,TN
1715,43447,No Mapping,TN
1716,85803,No Mapping,TN
1717,217468,No Mapping,TN
1718,43849,No Mapping,TN
1719,214883,No Mapping,TN
1720,85797,No Mapping,TN
1721,172083,No Mapping,TN
1722,172090,No Mapping,TN
1723,214888,No Mapping,TN
1724,172098,No Mapping,TN
1725,151832,No Mapping,TN
1726,214887,No Mapping,TN
1727,217510,No Mapping,TN
1728,151991,No Mapping,TN
1729,39520,No Mapping,TN
1730,142300,No Mapping,TN
1731,49458,No Mapping,TN
1732,47979,No Mapping,TN
1733,172077,No Mapping,TN
1734,47078,No Mapping,TN
1735,39167,No Mapping,TN
1736,214880,No Mapping,TN
1737,120635,No Mapping,TN
1738,71335,No Mapping,TN
1739,151598,No Mapping,TN
1740,110155,No Mapping,TN
1741,214884,No Mapping,TN
1742,35723,No Mapping,TN
1743,43318,No Mapping,TN
1744,110133,No Mapping,TN
1745,190496,No Mapping,TN
1746,21500,No Mapping,TN
1747,35347,No Mapping,TN
1748,217523,No Mapping,TN
1749,110129,No Mapping,TN
1750,71336,No Mapping,TN
1751,85798,No Mapping,TN
1752,217467,No Mapping,TN
1753,80092,No Mapping,TN
1754,21504,No Mapping,TN
1755,71343,No Mapping,TN
1756,214943,No Mapping,TN
1757,110164,No Mapping,TN
1758,35996,No Mapping,TN
1759,217456,No Mapping,TN
1760,110157,No Mapping,TN
1761,190512,No Mapping,TN
1762,120636,No Mapping,TN
1763,138709,No Mapping,TN
1764,172082,No Mapping,TN
1765,110176,No Mapping,TN
1766,151262,No Mapping,TN
1767,110161,No Mapping,TN
1768,21489,No Mapping,TN
1769,156194,No Mapping,TN
1770,40854,No Mapping,TN
1771,217520,No Mapping,TN
1772,120632,No Mapping,TN
1773,36650,No Mapping,TN
1774,25226,No Mapping,TN
1775,120630,No Mapping,TN
1776,120629,No Mapping,TN
1777,217440,No Mapping,TN
1778,49614,No Mapping,TN
1779,140362,No Mapping,TN
1780,80106,No Mapping,TN
1781,217470,No Mapping,TN
1782,80098,No Mapping,TN
1783,214875,No Mapping,TN
1784,120637,No Mapping,TN
1785,57385,No Mapping,TN
1786,217418,No Mapping,TN
1787,71338,No Mapping,TN
1788,57418,No Mapping,TN
1789,57380,No Mapping,TN
1790,57364,No Mapping,TN
1791,172102,No Mapping,TN
1792,217521,No Mapping,TN
