,root_article,article_compared,predicted_mapping,"true_mapping""",FP/FN/TP/TN,score,,,,,
283,"227    151832
Name: id, dtype: int64",120639,No Mapping,No Mapping,TN,0.002651937,,,,,
284,"227    151832
Name: id, dtype: int64",110141,No Mapping,No Mapping,TN,0.002600134,,,,,
285,"227    151832
Name: id, dtype: int64",217434,No Mapping,No Mapping,TN,0.002341144,,,,,
286,"227    151832
Name: id, dtype: int64",217460,No Mapping,No Mapping,TN,0.002244682,,,,,
287,"227    151832
Name: id, dtype: int64",217447,No Mapping,No Mapping,TN,0.00224324,,,,,
288,"227    151832
Name: id, dtype: int64",217455,No Mapping,No Mapping,TN,0.00224324,,,,,
289,"227    151832
Name: id, dtype: int64",217430,No Mapping,No Mapping,TN,0.002219994,,,,,
290,"227    151832
Name: id, dtype: int64",217440,No Mapping,No Mapping,TN,0.002055183,,,,,
402,"197    120639
Name: id, dtype: int64",120639,Brazil impeachment,Brazil impeachment,TP,1,,,,,
403,"197    120639
Name: id, dtype: int64",80103,Brazil impeachment,Brazil impeachment,TP,0.426933009,,,,,
404,"197    120639
Name: id, dtype: int64",25225,Brazil impeachment,Brazil impeachment,TP,0.338298055,,,,,
405,"197    120639
Name: id, dtype: int64",57362,Brazil impeachment,Brazil impeachment,TP,0.337373073,,,,,
406,"197    120639
Name: id, dtype: int64",110141,Brazil impeachment,Brazil impeachment,TP,0.303056844,,,,,
407,"197    120639
Name: id, dtype: int64",21502,Brazil impeachment,Brazil impeachment,TP,0.292116833,,,,,
408,"197    120639
Name: id, dtype: int64",120636,Brazil impeachment,Brazil impeachment,TP,0.268668812,,,,,
409,"197    120639
Name: id, dtype: int64",110146,No Mapping,No Mapping,TN,0.188341445,,,,,
410,"197    120639
Name: id, dtype: int64",40608,No Mapping,No Mapping,TN,0.159836217,,,,,
411,"197    120639
Name: id, dtype: int64",57380,No Mapping,No Mapping,TN,0.099581279,,,,,
412,"197    120639
Name: id, dtype: int64",110166,No Mapping,No Mapping,TN,0.090009846,,,,,
413,"197    120639
Name: id, dtype: int64",80109,No Mapping,No Mapping,TN,0.08917379,,,,,
414,"197    120639
Name: id, dtype: int64",110172,No Mapping,No Mapping,TN,0.082232605,,,,,
415,"197    120639
Name: id, dtype: int64",120630,No Mapping,No Mapping,TN,0.078520198,,,,,
416,"197    120639
Name: id, dtype: int64",36650,No Mapping,No Mapping,TN,0.066683521,,,,,
417,"197    120639
Name: id, dtype: int64",57376,No Mapping,No Mapping,TN,0.058910381,,,,,
418,"197    120639
Name: id, dtype: int64",190528,No Mapping,No Mapping,TN,0.056292237,,,,,
419,"197    120639
Name: id, dtype: int64",25227,No Mapping,No Mapping,TN,0.053210853,,,,,
420,"197    120639
Name: id, dtype: int64",57418,No Mapping,No Mapping,TN,0.052147723,,,,,
421,"197    120639
Name: id, dtype: int64",217453,No Mapping,No Mapping,TN,0.051186242,,,,,
422,"197    120639
Name: id, dtype: int64",217534,No Mapping,No Mapping,TN,0.051135322,,,,,
423,"197    120639
Name: id, dtype: int64",135213,No Mapping,No Mapping,TN,0.047169321,,,,,
424,"197    120639
Name: id, dtype: int64",214876,No Mapping,No Mapping,TN,0.044767583,,,,,
425,"197    120639
Name: id, dtype: int64",217536,No Mapping,No Mapping,TN,0.04379461,,,,,
426,"197    120639
Name: id, dtype: int64",172079,No Mapping,No Mapping,TN,0.043137791,,,,,
427,"197    120639
Name: id, dtype: int64",217473,No Mapping,No Mapping,TN,0.042999839,,,,,
428,"197    120639
Name: id, dtype: int64",43849,No Mapping,No Mapping,TN,0.041334105,,,,,
429,"197    120639
Name: id, dtype: int64",120629,No Mapping,No Mapping,TN,0.040636455,,,,,
430,"197    120639
Name: id, dtype: int64",120637,No Mapping,No Mapping,TN,0.039053705,,,,,
431,"197    120639
Name: id, dtype: int64",21504,No Mapping,No Mapping,TN,0.036163039,,,,,
432,"197    120639
Name: id, dtype: int64",139776,No Mapping,No Mapping,TN,0.03584453,,,,,
433,"197    120639
Name: id, dtype: int64",172098,No Mapping,No Mapping,TN,0.034244361,,,,,
434,"197    120639
Name: id, dtype: int64",151991,No Mapping,No Mapping,TN,0.034241624,,,,,
435,"197    120639
Name: id, dtype: int64",21500,No Mapping,No Mapping,TN,0.034210247,,,,,
436,"197    120639
Name: id, dtype: int64",214875,No Mapping,No Mapping,TN,0.033657568,,,,,
437,"197    120639
Name: id, dtype: int64",80094,No Mapping,No Mapping,TN,0.03325757,,,,,
438,"197    120639
Name: id, dtype: int64",217444,No Mapping,No Mapping,TN,0.031711826,,,,,
439,"197    120639
Name: id, dtype: int64",21485,No Mapping,No Mapping,TN,0.031108621,,,,,
440,"197    120639
Name: id, dtype: int64",217517,No Mapping,No Mapping,TN,0.029974795,,,,,
441,"197    120639
Name: id, dtype: int64",80111,No Mapping,No Mapping,TN,0.029669848,,,,,
442,"197    120639
Name: id, dtype: int64",172077,No Mapping,No Mapping,TN,0.029468797,,,,,
443,"197    120639
Name: id, dtype: int64",190519,No Mapping,No Mapping,TN,0.028687394,,,,,
444,"197    120639
Name: id, dtype: int64",190520,No Mapping,No Mapping,TN,0.027478823,,,,,
445,"197    120639
Name: id, dtype: int64",47403,No Mapping,No Mapping,TN,0.027257267,,,,,
446,"197    120639
Name: id, dtype: int64",43672,No Mapping,No Mapping,TN,0.027231489,,,,,
447,"197    120639
Name: id, dtype: int64",217526,No Mapping,No Mapping,TN,0.027206603,,,,,
448,"197    120639
Name: id, dtype: int64",217431,No Mapping,No Mapping,TN,0.02681201,,,,,
449,"197    120639
Name: id, dtype: int64",21510,No Mapping,No Mapping,TN,0.024987703,,,,,
450,"197    120639
Name: id, dtype: int64",172083,No Mapping,No Mapping,TN,0.024648339,,,,,
451,"197    120639
Name: id, dtype: int64",217539,No Mapping,No Mapping,TN,0.024585241,,,,,
452,"197    120639
Name: id, dtype: int64",217535,No Mapping,No Mapping,TN,0.024239446,,,,,
453,"197    120639
Name: id, dtype: int64",190526,No Mapping,No Mapping,TN,0.023860493,,,,,
454,"197    120639
Name: id, dtype: int64",172089,No Mapping,No Mapping,TN,0.023335111,,,,,
455,"197    120639
Name: id, dtype: int64",110156,No Mapping,No Mapping,TN,0.021776699,,,,,
456,"197    120639
Name: id, dtype: int64",110175,No Mapping,No Mapping,TN,0.021771572,,,,,
457,"197    120639
Name: id, dtype: int64",71340,No Mapping,No Mapping,TN,0.021448956,,,,,
458,"197    120639
Name: id, dtype: int64",172097,No Mapping,No Mapping,TN,0.021442507,,,,,
459,"197    120639
Name: id, dtype: int64",172091,No Mapping,No Mapping,TN,0.021430968,,,,,
460,"197    120639
Name: id, dtype: int64",217532,No Mapping,No Mapping,TN,0.021383387,,,,,
461,"197    120639
Name: id, dtype: int64",190495,No Mapping,No Mapping,TN,0.021132794,,,,,
462,"197    120639
Name: id, dtype: int64",172080,No Mapping,No Mapping,TN,0.02077617,,,,,
463,"197    120639
Name: id, dtype: int64",217522,No Mapping,No Mapping,TN,0.020726176,,,,,
464,"197    120639
Name: id, dtype: int64",57372,No Mapping,No Mapping,TN,0.020576813,,,,,
465,"197    120639
Name: id, dtype: int64",172087,No Mapping,No Mapping,TN,0.020542276,,,,,
466,"197    120639
Name: id, dtype: int64",71341,No Mapping,No Mapping,TN,0.020032948,,,,,
467,"197    120639
Name: id, dtype: int64",120628,No Mapping,No Mapping,TN,0.019908326,,,,,
468,"197    120639
Name: id, dtype: int64",217510,No Mapping,No Mapping,TN,0.019797454,,,,,
469,"197    120639
Name: id, dtype: int64",57375,No Mapping,No Mapping,TN,0.019615517,,,,,
470,"197    120639
Name: id, dtype: int64",35996,No Mapping,No Mapping,TN,0.019612296,,,,,
471,"197    120639
Name: id, dtype: int64",217457,No Mapping,No Mapping,TN,0.019280884,,,,,
472,"197    120639
Name: id, dtype: int64",21489,No Mapping,No Mapping,TN,0.019193346,,,,,
473,"197    120639
Name: id, dtype: int64",217462,No Mapping,No Mapping,TN,0.019157176,,,,,
474,"197    120639
Name: id, dtype: int64",25226,No Mapping,No Mapping,TN,0.018928838,,,,,
475,"197    120639
Name: id, dtype: int64",57368,No Mapping,No Mapping,TN,0.018865016,,,,,
476,"197    120639
Name: id, dtype: int64",190522,No Mapping,No Mapping,TN,0.018774129,,,,,
477,"197    120639
Name: id, dtype: int64",217466,No Mapping,No Mapping,TN,0.01842012,,,,,
478,"197    120639
Name: id, dtype: int64",38952,No Mapping,No Mapping,TN,0.017990571,,,,,
479,"197    120639
Name: id, dtype: int64",44040,No Mapping,No Mapping,TN,0.017764906,,,,,
480,"197    120639
Name: id, dtype: int64",217523,No Mapping,No Mapping,TN,0.017429353,,,,,
481,"197    120639
Name: id, dtype: int64",46560,No Mapping,No Mapping,TN,0.017222821,,,,,
482,"197    120639
Name: id, dtype: int64",217501,No Mapping,No Mapping,TN,0.016994339,,,,,
483,"197    120639
Name: id, dtype: int64",214891,No Mapping,No Mapping,TN,0.01687911,,,,,
484,"197    120639
Name: id, dtype: int64",110147,No Mapping,No Mapping,TN,0.016606668,,,,,
485,"197    120639
Name: id, dtype: int64",21499,No Mapping,No Mapping,TN,0.016544962,,,,,
486,"197    120639
Name: id, dtype: int64",217493,No Mapping,No Mapping,TN,0.016505019,,,,,
487,"197    120639
Name: id, dtype: int64",217508,No Mapping,No Mapping,TN,0.016076022,,,,,
488,"197    120639
Name: id, dtype: int64",23888,No Mapping,No Mapping,TN,0.015959201,,,,,
489,"197    120639
Name: id, dtype: int64",172100,No Mapping,No Mapping,TN,0.015947126,,,,,
490,"197    120639
Name: id, dtype: int64",217441,No Mapping,No Mapping,TN,0.015818811,,,,,
491,"197    120639
Name: id, dtype: int64",217478,No Mapping,No Mapping,TN,0.015556323,,,,,
492,"197    120639
Name: id, dtype: int64",39520,No Mapping,No Mapping,TN,0.015513253,,,,,
493,"197    120639
Name: id, dtype: int64",110164,No Mapping,No Mapping,TN,0.015465064,,,,,
494,"197    120639
Name: id, dtype: int64",214886,No Mapping,No Mapping,TN,0.015260304,,,,,
495,"197    120639
Name: id, dtype: int64",26536,No Mapping,No Mapping,TN,0.015190594,,,,,
496,"197    120639
Name: id, dtype: int64",135766,No Mapping,No Mapping,TN,0.014422584,,,,,
497,"197    120639
Name: id, dtype: int64",217530,No Mapping,No Mapping,TN,0.014421917,,,,,
498,"197    120639
Name: id, dtype: int64",217488,No Mapping,No Mapping,TN,0.013836439,,,,,
499,"197    120639
Name: id, dtype: int64",217490,No Mapping,No Mapping,TN,0.013820883,,,,,
500,"197    120639
Name: id, dtype: int64",152512,No Mapping,No Mapping,TN,0.013777016,,,,,
501,"197    120639
Name: id, dtype: int64",217468,No Mapping,No Mapping,TN,0.01351856,,,,,
502,"197    120639
Name: id, dtype: int64",21454,No Mapping,No Mapping,TN,0.013494727,,,,,
503,"197    120639
Name: id, dtype: int64",44993,No Mapping,No Mapping,TN,0.013334531,,,,,
504,"197    120639
Name: id, dtype: int64",172096,No Mapping,No Mapping,TN,0.013097547,,,,,
505,"197    120639
Name: id, dtype: int64",214895,No Mapping,No Mapping,TN,0.013031846,,,,,
506,"197    120639
Name: id, dtype: int64",190518,No Mapping,No Mapping,TN,0.013006336,,,,,
507,"197    120639
Name: id, dtype: int64",57366,No Mapping,No Mapping,TN,0.012870626,,,,,
508,"197    120639
Name: id, dtype: int64",214934,No Mapping,No Mapping,TN,0.012776088,,,,,
509,"197    120639
Name: id, dtype: int64",217511,No Mapping,No Mapping,TN,0.012737194,,,,,
510,"197    120639
Name: id, dtype: int64",110162,No Mapping,No Mapping,TN,0.012667353,,,,,
511,"197    120639
Name: id, dtype: int64",214874,No Mapping,No Mapping,TN,0.012634709,,,,,
512,"197    120639
Name: id, dtype: int64",110157,No Mapping,No Mapping,TN,0.012523926,,,,,
513,"197    120639
Name: id, dtype: int64",190496,No Mapping,No Mapping,TN,0.012514941,,,,,
514,"197    120639
Name: id, dtype: int64",217492,No Mapping,No Mapping,TN,0.012505672,,,,,
515,"197    120639
Name: id, dtype: int64",217471,No Mapping,No Mapping,TN,0.012425449,,,,,
516,"197    120639
Name: id, dtype: int64",110171,No Mapping,No Mapping,TN,0.012369149,,,,,
517,"197    120639
Name: id, dtype: int64",80101,No Mapping,No Mapping,TN,0.01223154,,,,,
518,"197    120639
Name: id, dtype: int64",217519,No Mapping,No Mapping,TN,0.012090448,,,,,
519,"197    120639
Name: id, dtype: int64",217464,No Mapping,No Mapping,TN,0.011976849,,,,,
520,"197    120639
Name: id, dtype: int64",217502,No Mapping,No Mapping,TN,0.011670607,,,,,
521,"197    120639
Name: id, dtype: int64",110129,No Mapping,No Mapping,TN,0.011654954,,,,,
522,"197    120639
Name: id, dtype: int64",214894,No Mapping,No Mapping,TN,0.011411119,,,,,
523,"197    120639
Name: id, dtype: int64",217505,No Mapping,No Mapping,TN,0.011199467,,,,,
524,"197    120639
Name: id, dtype: int64",35347,No Mapping,No Mapping,TN,0.011128606,,,,,
525,"197    120639
Name: id, dtype: int64",217498,No Mapping,No Mapping,TN,0.010959627,,,,,
526,"197    120639
Name: id, dtype: int64",217496,No Mapping,No Mapping,TN,0.010954113,,,,,
527,"197    120639
Name: id, dtype: int64",217448,No Mapping,No Mapping,TN,0.01092936,,,,,
528,"197    120639
Name: id, dtype: int64",80097,No Mapping,No Mapping,TN,0.010619006,,,,,
529,"197    120639
Name: id, dtype: int64",44928,No Mapping,No Mapping,TN,0.010576373,,,,,
530,"197    120639
Name: id, dtype: int64",80092,No Mapping,No Mapping,TN,0.010556587,,,,,
531,"197    120639
Name: id, dtype: int64",36823,No Mapping,No Mapping,TN,0.010445953,,,,,
532,"197    120639
Name: id, dtype: int64",35723,No Mapping,No Mapping,TN,0.010440448,,,,,
533,"197    120639
Name: id, dtype: int64",57382,No Mapping,No Mapping,TN,0.01042192,,,,,
534,"197    120639
Name: id, dtype: int64",156194,No Mapping,No Mapping,TN,0.010407526,,,,,
535,"197    120639
Name: id, dtype: int64",217477,No Mapping,No Mapping,TN,0.010199544,,,,,
536,"197    120639
Name: id, dtype: int64",217524,No Mapping,No Mapping,TN,0.010053892,,,,,
537,"197    120639
Name: id, dtype: int64",214884,No Mapping,No Mapping,TN,0.009896126,,,,,
538,"197    120639
Name: id, dtype: int64",152654,No Mapping,No Mapping,TN,0.009853423,,,,,
539,"197    120639
Name: id, dtype: int64",217527,No Mapping,No Mapping,TN,0.009824282,,,,,
540,"197    120639
Name: id, dtype: int64",71335,No Mapping,No Mapping,TN,0.009653372,,,,,
541,"197    120639
Name: id, dtype: int64",71337,No Mapping,No Mapping,TN,0.009609471,,,,,
542,"197    120639
Name: id, dtype: int64",23811,No Mapping,No Mapping,TN,0.009524554,,,,,
543,"197    120639
Name: id, dtype: int64",23884,No Mapping,No Mapping,TN,0.009503618,,,,,
544,"197    120639
Name: id, dtype: int64",120633,No Mapping,No Mapping,TN,0.009280823,,,,,
545,"197    120639
Name: id, dtype: int64",172082,No Mapping,No Mapping,TN,0.009066852,,,,,
546,"197    120639
Name: id, dtype: int64",172090,No Mapping,No Mapping,TN,0.00902111,,,,,
547,"197    120639
Name: id, dtype: int64",172099,No Mapping,No Mapping,TN,0.009014552,,,,,
548,"197    120639
Name: id, dtype: int64",172092,No Mapping,No Mapping,TN,0.008771208,,,,,
549,"197    120639
Name: id, dtype: int64",85798,No Mapping,No Mapping,TN,0.008612775,,,,,
550,"197    120639
Name: id, dtype: int64",39516,No Mapping,No Mapping,TN,0.008462929,,,,,
551,"197    120639
Name: id, dtype: int64",48914,No Mapping,No Mapping,TN,0.008417482,,,,,
552,"197    120639
Name: id, dtype: int64",217475,No Mapping,No Mapping,TN,0.007917808,,,,,
553,"197    120639
Name: id, dtype: int64",21474,No Mapping,No Mapping,TN,0.007450718,,,,,
554,"197    120639
Name: id, dtype: int64",217420,No Mapping,No Mapping,TN,0.007272031,,,,,
555,"197    120639
Name: id, dtype: int64",214877,No Mapping,No Mapping,TN,0.007256979,,,,,
556,"197    120639
Name: id, dtype: int64",80110,No Mapping,No Mapping,TN,0.007190585,,,,,
557,"197    120639
Name: id, dtype: int64",110159,No Mapping,No Mapping,TN,0.00704437,,,,,
558,"197    120639
Name: id, dtype: int64",71344,No Mapping,No Mapping,TN,0.006991555,,,,,
559,"197    120639
Name: id, dtype: int64",134889,No Mapping,No Mapping,TN,0.006950274,,,,,
560,"197    120639
Name: id, dtype: int64",57441,No Mapping,No Mapping,TN,0.006948616,,,,,
561,"197    120639
Name: id, dtype: int64",139673,No Mapping,No Mapping,TN,0.006915307,,,,,
562,"197    120639
Name: id, dtype: int64",80107,No Mapping,No Mapping,TN,0.006895645,,,,,
563,"197    120639
Name: id, dtype: int64",85797,No Mapping,No Mapping,TN,0.006852296,,,,,
564,"197    120639
Name: id, dtype: int64",80100,No Mapping,No Mapping,TN,0.006698156,,,,,
565,"197    120639
Name: id, dtype: int64",217495,No Mapping,No Mapping,TN,0.006672178,,,,,
566,"197    120639
Name: id, dtype: int64",217500,No Mapping,No Mapping,TN,0.006672178,,,,,
567,"197    120639
Name: id, dtype: int64",85810,No Mapping,No Mapping,TN,0.006643567,,,,,
568,"197    120639
Name: id, dtype: int64",214883,No Mapping,No Mapping,TN,0.006587843,,,,,
569,"197    120639
Name: id, dtype: int64",110160,No Mapping,No Mapping,TN,0.0065089,,,,,
570,"197    120639
Name: id, dtype: int64",71349,No Mapping,No Mapping,TN,0.006460851,,,,,
571,"197    120639
Name: id, dtype: int64",46175,No Mapping,No Mapping,TN,0.006452497,,,,,
572,"197    120639
Name: id, dtype: int64",71350,No Mapping,No Mapping,TN,0.006424678,,,,,
573,"197    120639
Name: id, dtype: int64",217422,No Mapping,No Mapping,TN,0.006226365,,,,,
574,"197    120639
Name: id, dtype: int64",157527,No Mapping,No Mapping,TN,0.006142829,,,,,
575,"197    120639
Name: id, dtype: int64",80106,No Mapping,No Mapping,TN,0.006113705,,,,,
576,"197    120639
Name: id, dtype: int64",50026,No Mapping,No Mapping,TN,0.006050264,,,,,
577,"197    120639
Name: id, dtype: int64",217446,No Mapping,No Mapping,TN,0.005980652,,,,,
578,"197    120639
Name: id, dtype: int64",110151,No Mapping,No Mapping,TN,0.005972527,,,,,
579,"197    120639
Name: id, dtype: int64",217456,No Mapping,No Mapping,TN,0.005952084,,,,,
580,"197    120639
Name: id, dtype: int64",110149,No Mapping,No Mapping,TN,0.005946094,,,,,
581,"197    120639
Name: id, dtype: int64",214892,No Mapping,No Mapping,TN,0.005861474,,,,,
582,"197    120639
Name: id, dtype: int64",57369,No Mapping,No Mapping,TN,0.005839927,,,,,
583,"197    120639
Name: id, dtype: int64",23877,No Mapping,No Mapping,TN,0.005655912,,,,,
584,"197    120639
Name: id, dtype: int64",217533,No Mapping,No Mapping,TN,0.005622901,,,,,
585,"197    120639
Name: id, dtype: int64",37468,No Mapping,No Mapping,TN,0.005584257,,,,,
586,"197    120639
Name: id, dtype: int64",217429,No Mapping,No Mapping,TN,0.005470287,,,,,
587,"197    120639
Name: id, dtype: int64",217484,No Mapping,No Mapping,TN,0.005442892,,,,,
588,"197    120639
Name: id, dtype: int64",78169,No Mapping,No Mapping,TN,0.005399945,,,,,
589,"197    120639
Name: id, dtype: int64",23872,No Mapping,No Mapping,TN,0.005374029,,,,,
590,"197    120639
Name: id, dtype: int64",48306,No Mapping,No Mapping,TN,0.005138761,,,,,
591,"197    120639
Name: id, dtype: int64",110145,No Mapping,No Mapping,TN,0.005093527,,,,,
592,"197    120639
Name: id, dtype: int64",80099,No Mapping,No Mapping,TN,0.005001024,,,,,
593,"197    120639
Name: id, dtype: int64",110155,No Mapping,No Mapping,TN,0.004966239,,,,,
594,"197    120639
Name: id, dtype: int64",217438,No Mapping,No Mapping,TN,0.004886867,,,,,
595,"197    120639
Name: id, dtype: int64",141886,No Mapping,No Mapping,TN,0.00488279,,,,,
596,"197    120639
Name: id, dtype: int64",217428,No Mapping,No Mapping,TN,0.004822637,,,,,
597,"197    120639
Name: id, dtype: int64",217450,No Mapping,No Mapping,TN,0.004700292,,,,,
598,"197    120639
Name: id, dtype: int64",80098,No Mapping,No Mapping,TN,0.004605578,,,,,
599,"197    120639
Name: id, dtype: int64",110169,No Mapping,No Mapping,TN,0.00454568,,,,,
600,"197    120639
Name: id, dtype: int64",43447,No Mapping,No Mapping,TN,0.004079199,,,,,
