,root_article,article_compared,cateogry ID,FP/FN/TP/TN,score
488,"227    151832
Name: id, dtype: int64",40754,No Mapping,TN,0.061959608
489,"52    43447
Name: id, dtype: int64",214891,No Mapping,TN,0.061870467
490,"35    37252
Name: id, dtype: int64",85802,No Mapping,TN,0.06178737
491,"241    172079
Name: id, dtype: int64",172087,No Mapping,TN,0.061748366
492,"75    49480
Name: id, dtype: int64",48388,No Mapping,TN,0.061694262
493,"52    43447
Name: id, dtype: int64",120628,No Mapping,TN,0.061610947
494,"35    37252
Name: id, dtype: int64",36979,No Mapping,TN,0.061505632
495,"1    21448
Name: id, dtype: int64",21474,No Mapping,TN,0.061276228
496,"326    217442
Name: id, dtype: int64",214893,No Mapping,TN,0.060932473
497,"75    49480
Name: id, dtype: int64",47078,No Mapping,TN,0.060689888
498,"227    151832
Name: id, dtype: int64",214973,No Mapping,TN,0.060620538
499,"52    43447
Name: id, dtype: int64",110127,No Mapping,TN,0.060573686
500,"52    43447
Name: id, dtype: int64",23888,No Mapping,TN,0.060543133
501,"52    43447
Name: id, dtype: int64",44928,No Mapping,TN,0.060366217
502,"326    217442
Name: id, dtype: int64",217452,No Mapping,FN,0.060362075
503,"326    217442
Name: id, dtype: int64",217450,No Mapping,FN,0.060362075
504,"241    172079
Name: id, dtype: int64",217471,No Mapping,TN,0.060223569
505,"118    80094
Name: id, dtype: int64",21474,No Mapping,TN,0.060175975
506,"302    217418
Name: id, dtype: int64",85810,No Mapping,TN,0.060166789
507,"350    217466
Name: id, dtype: int64",151991,No Mapping,TN,0.059916433
508,"37    38658
Name: id, dtype: int64",138709,No Mapping,TN,0.059467423
509,"1    21448
Name: id, dtype: int64",214887,No Mapping,TN,0.059340744
510,"197    120639
Name: id, dtype: int64",57376,No Mapping,TN,0.059200151
511,"1    21448
Name: id, dtype: int64",49198,No Mapping,TN,0.059014354
512,"302    217418
Name: id, dtype: int64",39730,No Mapping,TN,0.058756656
513,"35    37252
Name: id, dtype: int64",46560,No Mapping,TN,0.058750175
514,"227    151832
Name: id, dtype: int64",172077,No Mapping,TN,0.058687708
515,"292    214888
Name: id, dtype: int64",85804,No Mapping,TN,0.058656493
516,"1    21448
Name: id, dtype: int64",172080,No Mapping,TN,0.058651661
517,"350    217466
Name: id, dtype: int64",78171,No Mapping,TN,0.058603184
518,"247    172085
Name: id, dtype: int64",85805,No Mapping,TN,0.058579895
519,"238    158005
Name: id, dtype: int64",172093,No Mapping,TN,0.05856003
520,"227    151832
Name: id, dtype: int64",43447,No Mapping,TN,0.058491209
521,"52    43447
Name: id, dtype: int64",151832,No Mapping,TN,0.058491209
522,"350    217466
Name: id, dtype: int64",110166,No Mapping,TN,0.05824193
523,"238    158005
Name: id, dtype: int64",21508,No Mapping,TN,0.058227193
524,"52    43447
Name: id, dtype: int64",21499,No Mapping,TN,0.057979369
525,"227    151832
Name: id, dtype: int64",217533,No Mapping,TN,0.057856013
526,"350    217466
Name: id, dtype: int64",44993,No Mapping,TN,0.057432549
527,"35    37252
Name: id, dtype: int64",110151,No Mapping,TN,0.057118968
528,"350    217466
Name: id, dtype: int64",190495,No Mapping,TN,0.057023537
529,"197    120639
Name: id, dtype: int64",190528,No Mapping,TN,0.056696941
530,"238    158005
Name: id, dtype: int64",139673,No Mapping,TN,0.056115119
531,"292    214888
Name: id, dtype: int64",217527,No Mapping,TN,0.055858327
532,"1    21448
Name: id, dtype: int64",71345,No Mapping,TN,0.055589908
533,"326    217442
Name: id, dtype: int64",135213,No Mapping,TN,0.055368079
534,"292    214888
Name: id, dtype: int64",43447,No Mapping,TN,0.055314236
535,"52    43447
Name: id, dtype: int64",214888,No Mapping,TN,0.055314236
536,"35    37252
Name: id, dtype: int64",80108,No Mapping,TN,0.055280612
537,"52    43447
Name: id, dtype: int64",36823,No Mapping,TN,0.055272236
538,"52    43447
Name: id, dtype: int64",57369,No Mapping,TN,0.05523396
539,"227    151832
Name: id, dtype: int64",217419,No Mapping,TN,0.055064623
540,"1    21448
Name: id, dtype: int64",172087,No Mapping,TN,0.054820781
541,"52    43447
Name: id, dtype: int64",214879,No Mapping,TN,0.054353492
542,"35    37252
Name: id, dtype: int64",217529,No Mapping,TN,0.054016083
543,"292    214888
Name: id, dtype: int64",44040,No Mapping,TN,0.054002132
544,"241    172079
Name: id, dtype: int64",85801,No Mapping,TN,0.053960177
545,"35    37252
Name: id, dtype: int64",43672,No Mapping,TN,0.053783622
546,"241    172079
Name: id, dtype: int64",85806,No Mapping,TN,0.053756916
547,"52    43447
Name: id, dtype: int64",39167,No Mapping,TN,0.053568148
548,"75    49480
Name: id, dtype: int64",110143,No Mapping,TN,0.053508949
549,"75    49480
Name: id, dtype: int64",139100,No Mapping,TN,0.053483073
550,"1    21448
Name: id, dtype: int64",172093,No Mapping,TN,0.053468152
551,"227    151832
Name: id, dtype: int64",49416,No Mapping,TN,0.0534332
552,"227    151832
Name: id, dtype: int64",190495,No Mapping,TN,0.053308344
553,"247    172085
Name: id, dtype: int64",35347,No Mapping,TN,0.053287543
554,"35    37252
Name: id, dtype: int64",43447,No Mapping,TN,0.053155047
555,"52    43447
Name: id, dtype: int64",37252,No Mapping,TN,0.053155047
556,"1    21448
Name: id, dtype: int64",57369,No Mapping,TN,0.053141924
557,"37    38658
Name: id, dtype: int64",44993,No Mapping,TN,0.05306145
558,"292    214888
Name: id, dtype: int64",21500,No Mapping,TN,0.053058147
559,"35    37252
Name: id, dtype: int64",85803,No Mapping,TN,0.053039998
560,"197    120639
Name: id, dtype: int64",25227,No Mapping,TN,0.052812704
561,"52    43447
Name: id, dtype: int64",142300,No Mapping,TN,0.052638095
562,"292    214888
Name: id, dtype: int64",48306,No Mapping,TN,0.052509491
563,"227    151832
Name: id, dtype: int64",21455,No Mapping,TN,0.052469924
564,"35    37252
Name: id, dtype: int64",217469,No Mapping,TN,0.05245017
565,"35    37252
Name: id, dtype: int64",43849,No Mapping,TN,0.052342412
566,"350    217466
Name: id, dtype: int64",190528,No Mapping,TN,0.052253511
567,"197    120639
Name: id, dtype: int64",217453,No Mapping,TN,0.052233006
568,"35    37252
Name: id, dtype: int64",214883,No Mapping,TN,0.05220459
569,"241    172079
Name: id, dtype: int64",57376,No Mapping,TN,0.052055662
570,"292    214888
Name: id, dtype: int64",110139,No Mapping,TN,0.05198813
571,"292    214888
Name: id, dtype: int64",217531,No Mapping,TN,0.051982982
572,"197    120639
Name: id, dtype: int64",57418,No Mapping,TN,0.051964947
573,"46    40617
Name: id, dtype: int64",135213,No Mapping,TN,0.051913796
574,"227    151832
Name: id, dtype: int64",110155,No Mapping,TN,0.051695422
575,"1    21448
Name: id, dtype: int64",71342,No Mapping,TN,0.051608883
576,"302    217418
Name: id, dtype: int64",110150,No Mapping,TN,0.051422123
577,"118    80094
Name: id, dtype: int64",85801,No Mapping,TN,0.05136222
578,"292    214888
Name: id, dtype: int64",110145,No Mapping,TN,0.051322785
579,"197    120639
Name: id, dtype: int64",217534,No Mapping,TN,0.051272289
580,"350    217466
Name: id, dtype: int64",172081,No Mapping,TN,0.050930888
581,"241    172079
Name: id, dtype: int64",85810,No Mapping,TN,0.050238269
582,"302    217418
Name: id, dtype: int64",157527,No Mapping,TN,0.050199567
583,"350    217466
Name: id, dtype: int64",110175,No Mapping,TN,0.049977866
584,"118    80094
Name: id, dtype: int64",138243,No Mapping,TN,0.049931197
585,"350    217466
Name: id, dtype: int64",21512,No Mapping,TN,0.049833291
586,"52    43447
Name: id, dtype: int64",214874,No Mapping,TN,0.049609728
587,"1    21448
Name: id, dtype: int64",80110,No Mapping,TN,0.049577417
588,"292    214888
Name: id, dtype: int64",47078,No Mapping,TN,0.049436868
589,"52    43447
Name: id, dtype: int64",43849,No Mapping,TN,0.049299045
590,"75    49480
Name: id, dtype: int64",21474,No Mapping,TN,0.049131099
591,"35    37252
Name: id, dtype: int64",85797,No Mapping,TN,0.049069392
592,"241    172079
Name: id, dtype: int64",138517,No Mapping,TN,0.048979407
593,"292    214888
Name: id, dtype: int64",80093,No Mapping,TN,0.048910441
594,"292    214888
Name: id, dtype: int64",39167,No Mapping,TN,0.048856723
595,"326    217442
Name: id, dtype: int64",217431,No Mapping,TN,0.048820941
596,"238    158005
Name: id, dtype: int64",172080,No Mapping,TN,0.048478033
597,"241    172079
Name: id, dtype: int64",172098,No Mapping,TN,0.048449188
598,"350    217466
Name: id, dtype: int64",120637,No Mapping,TN,0.048199562
599,"1    21448
Name: id, dtype: int64",46560,No Mapping,TN,0.048123361
600,"350    217466
Name: id, dtype: int64",42951,No Mapping,TN,0.048118759
601,"37    38658
Name: id, dtype: int64",21413,No Mapping,TN,0.048098017
602,"292    214888
Name: id, dtype: int64",214943,No Mapping,TN,0.048086811
603,"292    214888
Name: id, dtype: int64",142300,No Mapping,TN,0.04800847
604,"1    21448
Name: id, dtype: int64",214895,No Mapping,TN,0.047902756
605,"75    49480
Name: id, dtype: int64",43447,No Mapping,TN,0.047796664
606,"52    43447
Name: id, dtype: int64",49480,No Mapping,TN,0.047796664
607,"292    214888
Name: id, dtype: int64",214883,No Mapping,TN,0.047647466
608,"326    217442
Name: id, dtype: int64",39232,No Mapping,TN,0.047601541
609,"227    151832
Name: id, dtype: int64",80106,No Mapping,TN,0.047576771
610,"374    217490
Name: id, dtype: int64",57378,No Mapping,TN,0.047507779
611,"350    217466
Name: id, dtype: int64",172088,No Mapping,TN,0.047340006
612,"1    21448
Name: id, dtype: int64",110175,No Mapping,TN,0.047339927
613,"197    120639
Name: id, dtype: int64",135213,No Mapping,TN,0.047308158
614,"75    49480
Name: id, dtype: int64",40754,No Mapping,TN,0.046975685
615,"52    43447
Name: id, dtype: int64",172078,No Mapping,TN,0.046920684
616,"35    37252
Name: id, dtype: int64",172083,No Mapping,TN,0.046767017
617,"52    43447
Name: id, dtype: int64",80098,No Mapping,TN,0.046713109
618,"227    151832
Name: id, dtype: int64",46175,No Mapping,TN,0.046650359
619,"326    217442
Name: id, dtype: int64",217534,No Mapping,TN,0.046386885
620,"118    80094
Name: id, dtype: int64",57376,No Mapping,TN,0.046287
621,"227    151832
Name: id, dtype: int64",217526,No Mapping,TN,0.04623981
622,"1    21448
Name: id, dtype: int64",156818,No Mapping,TN,0.046238429
623,"302    217418
Name: id, dtype: int64",110143,No Mapping,TN,0.046123278
624,"350    217466
Name: id, dtype: int64",110165,No Mapping,TN,0.045966329
625,"326    217442
Name: id, dtype: int64",141886,No Mapping,TN,0.045919138
626,"75    49480
Name: id, dtype: int64",110171,No Mapping,TN,0.045849744
627,"238    158005
Name: id, dtype: int64",39167,No Mapping,TN,0.045625524
628,"52    43447
Name: id, dtype: int64",110129,No Mapping,TN,0.04537521
629,"227    151832
Name: id, dtype: int64",43849,No Mapping,TN,0.045339823
630,"241    172079
Name: id, dtype: int64",172125,No Mapping,TN,0.045280913
631,"350    217466
Name: id, dtype: int64",43849,No Mapping,TN,0.045210872
632,"350    217466
Name: id, dtype: int64",217526,No Mapping,TN,0.045162665
633,"227    151832
Name: id, dtype: int64",151598,No Mapping,TN,0.045051188
634,"302    217418
Name: id, dtype: int64",49416,No Mapping,TN,0.045047492
635,"350    217466
Name: id, dtype: int64",23878,No Mapping,TN,0.044996991
636,"227    151832
Name: id, dtype: int64",46896,No Mapping,TN,0.0449256
637,"238    158005
Name: id, dtype: int64",44993,No Mapping,TN,0.044896857
638,"1    21448
Name: id, dtype: int64",172092,No Mapping,TN,0.044818313
639,"247    172085
Name: id, dtype: int64",217442,No Mapping,TN,0.044761906
640,"247    172085
Name: id, dtype: int64",217443,No Mapping,TN,0.044761906
641,"326    217442
Name: id, dtype: int64",172085,No Mapping,TN,0.044761906
642,"197    120639
Name: id, dtype: int64",214876,No Mapping,TN,0.044671921
643,"241    172079
Name: id, dtype: int64",217524,No Mapping,TN,0.044643792
644,"118    80094
Name: id, dtype: int64",44040,No Mapping,TN,0.044511482
645,"52    43447
Name: id, dtype: int64",110155,No Mapping,TN,0.044405439
646,"52    43447
Name: id, dtype: int64",217453,No Mapping,TN,0.044283162
647,"35    37252
Name: id, dtype: int64",172090,No Mapping,TN,0.044268269
648,"292    214888
Name: id, dtype: int64",71341,No Mapping,TN,0.044226211
649,"350    217466
Name: id, dtype: int64",217472,No Mapping,FN,0.044178761
650,"1    21448
Name: id, dtype: int64",134545,No Mapping,TN,0.044166482
651,"52    43447
Name: id, dtype: int64",71336,No Mapping,TN,0.044153414
652,"374    217490
Name: id, dtype: int64",190528,No Mapping,TN,0.044092545
653,"52    43447
Name: id, dtype: int64",21500,No Mapping,TN,0.044021471
654,"238    158005
Name: id, dtype: int64",71338,No Mapping,TN,0.043941499
655,"75    49480
Name: id, dtype: int64",47979,No Mapping,TN,0.04392539
656,"197    120639
Name: id, dtype: int64",217536,No Mapping,TN,0.043918275
657,"292    214888
Name: id, dtype: int64",37252,No Mapping,TN,0.043901689
658,"35    37252
Name: id, dtype: int64",214888,No Mapping,TN,0.043901689
659,"238    158005
Name: id, dtype: int64",39516,No Mapping,TN,0.043761107
660,"75    49480
Name: id, dtype: int64",190526,No Mapping,TN,0.043604092
661,"1    21448
Name: id, dtype: int64",57410,No Mapping,TN,0.043442872
662,"292    214888
Name: id, dtype: int64",85806,No Mapping,TN,0.043391328
663,"46    40617
Name: id, dtype: int64",47017,No Mapping,TN,0.043329647
664,"241    172079
Name: id, dtype: int64",151991,No Mapping,TN,0.0432926
665,"197    120639
Name: id, dtype: int64",172079,No Mapping,TN,0.043158195
666,"241    172079
Name: id, dtype: int64",120639,No Mapping,TN,0.043158195
667,"197    120639
Name: id, dtype: int64",217473,No Mapping,TN,0.043156865
668,"118    80094
Name: id, dtype: int64",36979,No Mapping,TN,0.043113856
669,"35    37252
Name: id, dtype: int64",172098,No Mapping,TN,0.04301635
670,"238    158005
Name: id, dtype: int64",214886,No Mapping,TN,0.042929717
842,"241    172079
Name: id, dtype: int64",172099,No Mapping,TN,0.04292116
843,"326    217442
Name: id, dtype: int64",217441,No Mapping,TN,0.042853103
844,"241    172079
Name: id, dtype: int64",217418,No Mapping,TN,0.042760823
845,"302    217418
Name: id, dtype: int64",172079,No Mapping,TN,0.042760823
846,"227    151832
Name: id, dtype: int64",138709,No Mapping,TN,0.042738266
847,"52    43447
Name: id, dtype: int64",110144,No Mapping,TN,0.042610182
848,"75    49480
Name: id, dtype: int64",110127,No Mapping,TN,0.042567294
849,"46    40617
Name: id, dtype: int64",110147,No Mapping,TN,0.042343396
850,"46    40617
Name: id, dtype: int64",140086,No Mapping,TN,0.042153821
851,"227    151832
Name: id, dtype: int64",37252,No Mapping,TN,0.04213977
852,"35    37252
Name: id, dtype: int64",151832,No Mapping,TN,0.04213977
853,"241    172079
Name: id, dtype: int64",214876,No Mapping,TN,0.042138074
854,"241    172079
Name: id, dtype: int64",110152,No Mapping,TN,0.041984328
855,"241    172079
Name: id, dtype: int64",120630,No Mapping,TN,0.041948646
856,"35    37252
Name: id, dtype: int64",214887,No Mapping,TN,0.041878533
857,"52    43447
Name: id, dtype: int64",49458,No Mapping,TN,0.041866661
858,"374    217490
Name: id, dtype: int64",21485,No Mapping,TN,0.04184523
859,"46    40617
Name: id, dtype: int64",21448,No Mapping,TN,0.041683675
860,"1    21448
Name: id, dtype: int64",40617,No Mapping,TN,0.041683675
861,"292    214888
Name: id, dtype: int64",110176,No Mapping,TN,0.041670439
862,"1    21448
Name: id, dtype: int64",44040,No Mapping,TN,0.041603303
863,"247    172085
Name: id, dtype: int64",110164,No Mapping,TN,0.041591208
864,"197    120639
Name: id, dtype: int64",43849,No Mapping,TN,0.041541957
865,"292    214888
Name: id, dtype: int64",80105,No Mapping,TN,0.041527755
866,"1    21448
Name: id, dtype: int64",217441,No Mapping,TN,0.041410722
867,"35    37252
Name: id, dtype: int64",217511,No Mapping,TN,0.041381839
868,"52    43447
Name: id, dtype: int64",217535,No Mapping,TN,0.040994814
869,"238    158005
Name: id, dtype: int64",110135,No Mapping,TN,0.040983392
870,"1    21448
Name: id, dtype: int64",110135,No Mapping,TN,0.040976803
871,"227    151832
Name: id, dtype: int64",85801,No Mapping,TN,0.040932918
872,"35    37252
Name: id, dtype: int64",151991,No Mapping,TN,0.040801692
873,"197    120639
Name: id, dtype: int64",120629,No Mapping,TN,0.040764661
874,"292    214888
Name: id, dtype: int64",39232,No Mapping,TN,0.040544135
875,"46    40617
Name: id, dtype: int64",37468,No Mapping,TN,0.040492909
876,"292    214888
Name: id, dtype: int64",110135,No Mapping,TN,0.040449035
877,"1    21448
Name: id, dtype: int64",71348,No Mapping,TN,0.04042894
878,"1    21448
Name: id, dtype: int64",85802,No Mapping,TN,0.040409957
879,"238    158005
Name: id, dtype: int64",138517,No Mapping,TN,0.040406956
880,"326    217442
Name: id, dtype: int64",80096,No Mapping,TN,0.04035178
881,"1    21448
Name: id, dtype: int64",35723,No Mapping,TN,0.040343709
882,"52    43447
Name: id, dtype: int64",57366,No Mapping,TN,0.040297126
883,"1    21448
Name: id, dtype: int64",217470,No Mapping,TN,0.040232775
884,"52    43447
Name: id, dtype: int64",110165,No Mapping,TN,0.040178249
885,"350    217466
Name: id, dtype: int64",110171,No Mapping,TN,0.040146659
886,"326    217442
Name: id, dtype: int64",172082,No Mapping,TN,0.040099667
887,"37    38658
Name: id, dtype: int64",39520,No Mapping,TN,0.040051123
888,"227    151832
Name: id, dtype: int64",57377,No Mapping,TN,0.039995326
889,"37    38658
Name: id, dtype: int64",110135,No Mapping,TN,0.039925521
890,"350    217466
Name: id, dtype: int64",46896,No Mapping,TN,0.039905115
891,"292    214888
Name: id, dtype: int64",172084,No Mapping,TN,0.039722206
892,"241    172079
Name: id, dtype: int64",49416,No Mapping,TN,0.039694235
893,"326    217442
Name: id, dtype: int64",57441,No Mapping,TN,0.039657591
894,"1    21448
Name: id, dtype: int64",44928,No Mapping,TN,0.039650583
